Registry_ID,Site name,Seed URL,Business area 1,Business area 2,Type,Owner,Description,URL status,Redirects to,Preservation status,ACT ID,AWS ID,Accession no,Crawl start date,Crawl frequency,Crawl depth,Licence Status,Notes
WAR01,"Addressing History | University of Edinburgh, The",http://addressinghistory.edina.ac.uk/,ISG,EDINA,Research activity,,The AddressingHistory project which ran from April - September 2010 and created an online tool to combine data from digitised historical Scottish Post Office Directories with contemporaneous historical maps. The project was delivered by the University of Edinburgh's EDINA centre in partnership with the National Library of Scotland using materials already digitised under ongoing NLS programmes.,Extinct,,Active UKWA crawl,37735,,,21/06/2016,Annual,Capped,Umbrella - manual,
WAR02,"Christian-Muslim Studies Network | University of Edinburgh, The",http://christianmuslim.div.ed.ac.uk/,CAHSS,Divinity,Research activity,,,Extinct,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR03,"Curious Edinburgh | University of Edinburgh, The",http://curiousedinburgh.org/,CAHSS,Social & Political Sciences,Research activity,,"Site of a project by the University of Edinburgh to develop app and web-based tours that tell stories about Edinburgh's many historic buildings and places and showcase the importance of Edinburgh in the history of science, technology and medicine.",Active,,Active UKWA crawl,61272,,,12/02/2018,Sixmonthly,Capped,Umbrella - manual,
WAR04,"Summer School | University of Edinburgh, The",http://summerschool.ed.ac.uk/,CAHSS,Centre for Open Learning,Service,,,Retired - redirect,https://col.ed.ac.uk/our-programmes/summer-school-home,Ended UKWA crawl,,253582,,03/10/2024,Weekly,Capped,Umbrella - auto,
WAR05,"Centre for the Advanced Study of the Arab World (CASAW) | University of Edinburgh, The",http://www.casaw.ac.uk/,CAHSS,LLC,Centre/Institute,,,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR06,"Centre for the Study of Christian Origins | University of Edinburgh, The",http://www.christianorigins.div.ed.ac.uk/,CAHSS,Divinity,Centre/Institute,,,Retired - redirect,https://divinity.ed.ac.uk/csco,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR07,"Film and the Other Arts: Intermediality, Medium Specificity, Creativity | University of Edinburgh, The",http://www.filmandarts-network.hss.ed.ac.uk/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR08,PigNet | European Network for Pig Genomics,http://www.pignet.eu/,CMVM,Roslin Institute,Research activity,,"Site of a network funded by COST ((European Cooperation in Science and Technology) to increase the knowledge of the organisation, expression and regulation of the genes involved in pig development, health, reproduction, and product quality. ",Extinct,https://pignet.eu/join/4202,Active UKWA crawl,188385,,,10/07/2023,Domain only,Capped,TBD,Hijacked.
WAR09,"Science, Technology and Innovation Studies | University of Edinburgh, The",http://www.stis.ed.ac.uk/,CAHSS,Social & Political Sciences,Department,,"Site of the department of Science, Technology and Innovation Studies at the University of Edinburgh. Founded in 1966 as the Science Studies Unit, the department conducts research and teaching in areas concerned with the interaction of society with technology.",Redirect,https://www.sps.ed.ac.uk/science-technology-and-innovation-studies,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR10,"Story and Religion Network | University of Edinburgh, The",http://www.storyandreligion.div.ed.ac.uk/,CAHSS,Divinity,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR11,"Geography and the Lived Environment Institute| University of Edinburgh, The",https://geosciences.ed.ac.uk/research/institutes-centres/institutes/geography/,CSE,Geosciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR12,"Global Change Institute| University of Edinburgh, The",https://geosciences.ed.ac.uk/research/institutes-centres/institutes/global-change/,CSE,Geosciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR13,"Giving | University of Edinburgh, The",https://giving.ed.ac.uk/,USG,Development and Alumni,Function,,"Site offering a means of donating to the University of Edinburgh, as well as information on the University's philanthropic actions and activities. ",Active,,Added to UKWA - AWS,,,,08/12/2024,Annual,Capped,Umbrella - auto,
WAR14,"Edinburgh Global | University of Edinburgh, The",https://global.ed.ac.uk/,USG,Edinburgh Global,Department,,,Active,,Active UKWA crawl,,253075,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR15,"Governance and Strategic Planning | University of Edinburgh, The",https://governance-strategic-planning.ed.ac.uk/,USG,Governance and Strategic Planning,Department,,,Active,,Active UKWA crawl,,253077,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR16,"Graduate Attributes | University of Edinburgh, The",https://graduate-attributes.ed.ac.uk/,USG,Student Services,Service,,Information for staff and students about the mindsets and skills that make up the Graduate Attributes Framework,Active,,Active UKWA crawl,182520,,,12/04/2023,Annual,Capped,Umbrella - auto,
WAR17,"School of Philosophy, Psychology and Language Sciences | University of Edinburgh, The",https://ppls.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",School,,"The School of Philosophy, Psychology and Language Sciences is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR18,"Edinburgh Centre for Global History | University of Edinburgh, The",https://hca.ed.ac.uk/centre-global-history/,CAHSS,HCA,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR19,"Centre for Medieval & Renaissance Studies | University of Edinburgh, The",https://hca.ed.ac.uk/centre-medieval-renaissance/,CAHSS,HCA,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR20,"Centre for Late Antique, Islamic and Byzantine Studies (CLAIBS) | University of Edinburgh, The",https://hca.ed.ac.uk/late-antique-islamic-byzantine-studies/,CAHSS,HCA,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR21,"Scottish Writing in the Nineteenth Century (SWINC) | University of Edinburgh, The",http://www.swinc.englit.ed.ac.uk/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR22,"Centre for the Study of Modern and Contemporary History | University of Edinburgh, The",https://hca.ed.ac.uk/modern-contemporary-history-centre/,CAHSS,HCA,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR23,"Business School | University of Edinburgh, The",https://www.business-school.ed.ac.uk/,CAHSS,Business,School,,"The Business School is part of the College of Arts, Humanities, and Social Sciences at the University of Edinburgh.",Active,,Active UKWA crawl,133010,253033,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR24,"Healthcare Technology Accelerator Facility (HTAF) | University of Edinburgh, The",https://healthcare-technology-accelerator.ed.ac.uk/,CMVM,Clinical Sciences,UNKNOWN,,"Site of an initiative based in the University of Edinburgh's BioQuarter. The facility consists of three main divisions: the Active Pharmaceutical Ingredient (API) Manufacturing Lab, Sterile Drug Manufacturing GMP Facility, and Investigational Supplies Group (ISG).",Active,,Active UKWA crawl,179880,,,07/03/2023,Annual,Capped,Umbrella - auto,
WAR25,"Health and Safety Department | University of Edinburgh, The",https://health-safety.ed.ac.uk/,CSG,Health & Safety,Department,,,Active,,Active UKWA crawl,,253065,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR26,"Higgs Centre for Theoretical Physics | University of Edinburgh, The",https://higgs.ph.ed.ac.uk/,CSE,Physics & Astronomy,Centre/Institute,,,Active,,Active UKWA crawl,,253321,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR27,"HIV/AIDS Online Resources for Teachers | Lothian Health Services Archive | University of Edinburgh, The",https://hiv-aids-resources.is.ed.ac.uk/,ISG,Library and Collections,Research activity,,"Website containing educational resources that are based on the UNESCO-recognised HIV and AIDS collections held by Lothian Health Services Archive (LHSA) at the University of Edinburgh. The resources are intended for use by teachers, youth groups and educational professionals. ",Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - auto,
WAR28,Edinburgh Hodge Institute,https://hodge.maths.ed.ac.uk/,CSE,Mathematics,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR29,"Human Resources | University of Edinburgh, The",https://human-resources.ed.ac.uk/,CSG,Human Resources,Department,,,Active,,Active UKWA crawl,,253067,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR30,"Edinburgh Impact | University of Edinburgh, The",https://impact.ed.ac.uk/,USG,Communications and Marketing,UNKNOWN,,,Active,,Active UKWA crawl,,253099,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR31,"Edinburgh India Institute | University of Edinburgh, The",https://india-institute.ed.ac.uk/,USG,Edinburgh Global,UNKNOWN,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR32,"Tait Institute, The ",http://www.tait.ac.uk/,CSE,Informatics,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR33,"Centre for Inflammation Research | University of Edinburgh, The",https://inflammation-research.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR34,"School of Economics | University of Edinburgh, The",https://www.ed.ac.uk/economics/,CAHSS,Economics,School,,"The School of Economics is part of the College of Arts, Humanities, and Social Sciences at the University of Edinburgh. The first lessons in Economics were given at the University in 1800, and the first economics professor was appointed in 1871.",Retired - redirect,https://economics.ed.ac.uk/,Active UKWA crawl,,253035,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR35,"Information Compliance | University of Edinburgh, The",https://information-compliance.ed.ac.uk/,USG,Legal Services,Service,,,Active,,Active UKWA crawl,,253083,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR36,"Information Services | University of Edinburgh, The",https://information-services.ed.ac.uk/,ISG,Top-level,Department,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR37,"Information Security | University of Edinburgh, The",https://infosec.ed.ac.uk/,ISG,Information Security,Department,,,Active,,Active UKWA crawl,179881,253072,,25/08/2024,Annual,Capped,Umbrella - auto,
WAR38,"Institute for Academic Development | University of Edinburgh, The",https://institute-academic-development.ed.ac.uk/,USG,Student Services,Service,,,Active,,Active UKWA crawl,,253091,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR39,"Institute of Genetics and Cancer | University of Edinburgh, The",https://institute-genetics-cancer.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR40,Interface Knowledge Connection,https://interface-online.org.uk/,CSG,Edinburgh Innovations Ltd,Commercial partnership,,"Site of an organisation aiming to support businesses, third and public sector organisations in building collaborations with academia.",Active,,Active UKWA crawl,45725,,,28/09/2016,Sixmonthly,Capped,TBD,Do EdInnovations sites count as UE owned? FOI requests dealt with by UE so yes?
WAR41,"Internal Audit | University of Edinburgh, The",https://internal-audit.ed.ac.uk/,USG,Governance and Strategic Planning,Department,,,Active,,Active UKWA crawl,179407,253076,,25/08/2024,Daily,Capped,Umbrella - auto,
WAR42,"Institute for Public Sector Accounting Research (IPSAR) | University of Edinburgh, The",https://ipsar.business-school.ed.ac.uk/,CAHSS,Business,Centre/Institute,,,Active,,Active UKWA crawl,,253323,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR43,"Academic Freedom and Freedom of Expression | University of Edinburgh, The",https://academic-freedom.ed.ac.uk/,USG,UNKNOWN,UNKNOWN,,,Active,,Active UKWA crawl,,253097,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR44,"James Tait Black Prizes, The | University of Edinburgh, The",https://james-tait-black.ed.ac.uk/,CAHSS,LLC,Research activity,,"The James Tait Black Prizes are literary prizes awarded for literature in three categories: fiction, biography and drama. To be eligible, works of fiction and biographies must be written in English and works submitted to the drama category must be originally written in either English, Welsh or Gaelic. The prize is administered by the University of Edinburgh, and the winners are chosen by the Professor of English Literature who is assisted by postgraduate students in the shortlisting phase.",Active,,Added to UKWA - AWS,,,,08/12/2024,Annual,Capped,Umbrella - auto,
WAR45,"Edinburgh Jewish Studies Network | University of Edinburgh, The",https://jewishstudies.div.ed.ac.uk/,CAHSS,Divinity,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR46,"Koestler Parapsychology Unit | University of Edinburgh, The",https://koestlerunit.wordpress.com/,CAHSS,"Philosophy, Psychology & Language Sciences",Research activity,,,Active,,Active UKWA crawl,,253324,,22/09/2024,Monthly,Capped,Umbrella - manual,
WAR47,"Last Historians of Rome project, The | University of Edinburgh, The",https://lasthistorians.shca.ed.ac.uk/,CAHSS,HCA,Research activity,,,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR48,"Learning for Sustainability Scotland | University of Edinburgh, The",https://learningforsustainabilityscotland.org/,CAHSS,Education & Sport,Centre/Institute,,,Active,,Active UKWA crawl,,253325,,22/09/2024,Monthly,Capped,Umbrella - manual,
WAR49,"Legal Services | University of Edinburgh, The",https://legal-services.ed.ac.uk/,USG,Legal Services,Department,,,Active,,Active UKWA crawl,,253079,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR50,"Library | University of Edinburgh, The",https://library.ed.ac.uk/,ISG,Library and Collections,Department,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR51,"Library and University Collections Blogs | University of Edinburgh, The",https://libraryblogs.is.ed.ac.uk/,ISG,Library and Collections,Research activity,,Collated blogs from the University of Edinburgh's Library and University Collections department.,Active,,Active UKWA crawl,150693,,,14/12/2021,Sixmonthly,Capped large,Umbrella - auto,
WAR52,"Moray House School of Education and Sport | University of Edinburgh, The",https://www.ed.ac.uk/education/,CAHSS,Education,School,,"The School of Education and Sport is part of the College of Arts, Humanities, and Social Sciences at the University of Edinburgh. It is currently subdivided into four institutes for Education, Community and Society; Education, Teaching and Leadership; Sport, Physical Education and Health Sciences; and Language Education.",Retired - redirect,https://education-sport.ed.ac.uk/,Active UKWA crawl,,253036,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR53,"Edinburgh Alwaleed Centre for the Study of Islam in the Contemporary World | University of Edinburgh, The",https://llc.ed.ac.uk/alwaleed/,CAHSS,LLC,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR54,"Addressing History | University of Edinburgh, The",https://addressinghistory.blogs.edina.ac.uk/,ISG,EDINA,UNKNOWN,,,Extinct,,Active UKWA crawl,78820,,,02/07/2010,Daily,Capped,Umbrella - manual,Amend crawl w/end date
WAR55,"Centre de recherches francophone belges | University of Edinburgh, The",https://llc.ed.ac.uk/centre-de-recherches-francophones/,CAHSS,LLC,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR56,"Diaspolinks | University of Edinburgh, The",https://llc.ed.ac.uk/diaspolinks/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR57,"Edinburgh Local | University of Edinburgh, The",https://local.ed.ac.uk/,USG,Communications and Marketing,UNKNOWN,,,Active,,Active UKWA crawl,,253224,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR58,"College of Medicine and Veterinary Medicine | University of Edinburgh, The",https://medicine-vet-medicine.ed.ac.uk/,CMVM,Top-level,College/Professional Services Group,,The College of Medicine and Veterinary Medicine (CMVM) is comprised of two Schools - Edinburgh Medical School and the Royal (Dick) School of Veterinary Studies. The College is also home to the Roslin Institute and a number of other institutes and research centres. ,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR59,"School of History, Classics and Archaeology | University of Edinburgh, The",https://www.ed.ac.uk/history-classics-archaeology/,CAHSS,HCA,School,,"The School of History, Classics and Archaeology (HCA) is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh. The School comprises the three subject areas of History, Classics, and Archaeology, together with the Centres for the Study of Modern and Contemporary History, Global History, and Medieval and Renaissance Studies.",Retired - redirect,https://hca.ed.ac.uk/,Ended UKWA crawl,,250401,,27/02/2024,Weekly,Capped,Umbrella - auto,
WAR60,"MyDevelopmentHub | University of Edinburgh, The",https://my-development-hub.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253090,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR61,"Ocean Voices | University of Edinburgh, The",https://ocean-voices.ed.ac.uk/,CSE,Geosciences,Research activity,,Site of an initiative dedicated to building capacity and connecting the voices of ocean-dependent people to ocean science and policy in the  United Nations Decade of Ocean Science for Sustainable Development 2020-2030. The programme is a collaboration between the University of Edinburgh and the Nippon Foundation. ,Active,,Active UKWA crawl,179882,,,07/03/2023,Daily,Capped,Umbrella - auto,Change to sixmonthly
WAR62,"One Health Genomics Edinburgh| University of Edinburgh, The",https://onehealthgenomics.ed.ac.uk/,UNKNOWN,UNKNOWN,UNKNOWN,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,Listed in LF as CSG?
WAR63,"Edinburgh Pathology | University of Edinburgh, The",https://pathology.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Department,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR64,"Patrick Wild Centre, The | University of Edinburgh, The",https://patrickwildcentre.com/,CMVM,Biomedical Sciences,Centre/Institute,,Site of a research centre that aims to better understand genetic conditions affecting brain development.,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR65,"Advocates for ACEs | University of Edinburgh, The",https://advocates-for-aces.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,179875,253089,,25/08/2024,Annual,Capped,Umbrella - auto,
WAR66,"Peace and Conflict Resolution Evidence Platform (PeaceREP) | University of Edinburgh, The",https://peacerep.org/,CAHSS,Law,Research activity,,,Active,,Active UKWA crawl,,253326,,22/09/2024,Monthly,Capped,Umbrella - manual,
WAR67,"School of Literature, Languages and Cultures | University of Edinburgh, The",https://www.ed.ac.uk/literatures-languages-cultures/,CAHSS,LLC,School,,"The School of Literature, Languages and Culture is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Retired - redirect,https://llc.ed.ac.uk/,Active UKWA crawl,,253039,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR68,"Principal's Office | University of Edinburgh, The",https://principals-office.ed.ac.uk/,USG,UNKNOWN,Function,,Website of the Principal's Office at the University of Edinburgh. The Principal is President of the Academic Senate (Senatus Academicus) and a member of the University Court. ,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR69,"Institute for Regeneration and Repair | University of Edinburgh, The",https://regeneration-repair.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR70,"Registry Services | Student Administration | University of Edinburgh, The",https://registryservices.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253228,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR71,"Centre for Reproductive Health | University of Edinburgh, The",https://reproductive-health.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR72,"Research Office | University of Edinburgh, The",https://research-office.ed.ac.uk/,CSG,Edinburgh Research Office,Department,,,Active,,Active UKWA crawl,,253095,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR73,"Salvesen Mindroom Research Centre | University of Edinburgh, The",https://salvesen-research.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,"Site of a collaborative research partnership between the Scottish charity, the Salvesen Mindroom Centre and the University of Edinburgh. The Research Centre was established in 2015 with the goal of creating new knowledge about neurodevelopment and diversity.",Active,,Active UKWA crawl,179395,,,27/02/2023,Monthly,Capped,Umbrella - auto,
WAR74,"Scaling Business in Africa | University of Edinburgh, The",https://sbia.business-school.ed.ac.uk/,CAHSS,Business,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR75,"College of Science and Engineering | University of Edinburgh, The",https://science-engineering.ed.ac.uk/,CSE,Top-level,College/Professional Services Group,,,Active,,Active UKWA crawl,,253053,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR76,"Alumni Services | University of Edinburgh, The",https://alumni.ed.ac.uk/,USG,Development and Alumni,Service,,Website for alumni of the University of Edinburgh.,Active,,Added to UKWA - AWS,,,,08/12/2024,Monthly,Capped,Umbrella - auto,
WAR77,"Scottish Diabetes Research Network Type 1 Bioresource (SDRNT1BIO) | University of Edinburgh, The",https://scottish-diabetes-research-network-t1-bioresource.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Research activity,,"Site of a research collaboration that provides access to a large and comprehensive collection of biosamples and electronic health care record data from 6,127 adults in Scotland with type 1 diabetes. ",Active,,Active UKWA crawl,179883,,,07/03/2023,Daily,Capped,Umbrella - auto,Change to sixmonthly
WAR78,Screen Academy Scotland,https://screenacademyscotland.ac.uk/,CAHSS,ECA,UNKNOWN,,"A collaboration between Edinburgh Napier University and the University of Edinburgh, the Academy offers practical, project-based, postgraduate courses in film-making. ",Active,,Active UKWA crawl,57315,,,20/09/2017,Annual,Capped large,TBD,"Maintained and built by Napier, hosted at UE - does this count for umbrella?"
WAR79,"Semester Dates | University of Edinburgh, The",https://semester-dates.ed.ac.uk/,USG,Student Experience Services,Service,,Site detailing the academic semester dates for the University of Edinburgh.,Active,,Added to UKWA - AWS,,,,08/12/2024,Annual,Capped,Umbrella - auto,
WAR80,"Scottish HPV Investigator’s Network (SHINe) | University of Edinburgh, The",https://shine.ed.ac.uk/,CMVM,Clinical Sciences,Research activity,,Site of a multi-disciplinary forum of professionals and patient groups involved in HPV related research or disease management.,Active,,Active UKWA crawl,179884,,,07/03/2023,Annual,Capped,Umbrella - auto,
WAR81,"Student-Led, Individually-Created Courses | University of Edinburgh, The",https://sliccs.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253229,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR82,"Shaping Public hEalth poliCies To Reduce ineqUalities and harM (SPECTRUM) | University of Edinburgh, The",https://spectrum.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Research activity,,Site of a research consortium focusing on the commercial determinants of health and health inequalities. ,Active,,Active UKWA crawl,179885,,,07/03/2023,Annual,Capped,Umbrella - auto,
WAR83,"Sport and Exercise | University of Edinburgh, The",https://sport-exercise.ed.ac.uk/,CSG,Sport & Active Health,Department,,,Active,,Active UKWA crawl,,253064,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR84,"Strategy 2030 | University of Edinburgh, The",https://strategy-2030.ed.ac.uk/,USG,Governance and Strategic Planning,Function,,Website outlining the strategic plan of the University of Edinburgh for 2020-2030.,Active,,Added to UKWA - AWS,,,,08/12/2024,Annual,Capped,Umbrella - auto,
WAR85,"Student Counselling | University of Edinburgh, The",https://student-counselling.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253088,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR86,"Student Experience Grants | University of Edinburgh, The",https://student-experience-grants.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253084,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR87,"Bayes Centre | University of Edinburgh, The",https://bayes-centre.ed.ac.uk/,CSE,UNKNOWN,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR88,"Student Recruitment and Admissions | University of Edinburgh, The",https://student-recruitment.ed.ac.uk/,USG,Student Recruitment and Admissions,Service,,,Active,,Active UKWA crawl,,253225,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR89,"Student Wellbeing Service | University of Edinburgh, The",https://student-wellbeing-service.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253093,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR90,"Support for Researchers | University of Edinburgh, The",https://support-for-researchers.ed.ac.uk/,USG,Student Experience Services,Service,,"Information support University of Edinburgh research staff to undertake their role, develop themselves and progress in their career.  ",Active,,Active UKWA crawl,178966,,,17/02/2023,Annual,Capped,Umbrella - auto,
WAR91,"Clinical Surgery | University of Edinburgh, The",https://surgery.ed.ac.uk/,CMVM,UNKNOWN,Department,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR92,"TestEd Covid | University of Edinburgh, The",https://tested-covid.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Annual,Capped,Umbrella - auto,
WAR93,"Data Lab, The | University of Edinburgh, The",https://thedatalab.com/,CSE,Informatics,UNKNOWN,,"Site of a Scotland-wide initiative to ' support and incubate responsible innovation in data and AI across the public, private and academic sectors'.",Active,,Active UKWA crawl,65956,,,21/05/2018,Annual,Capped large,Umbrella - manual,
WAR94,"University of Sanctuary | University of Edinburgh, The",https://university-of-sanctuary.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253092,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR95,"Finance | University of Edinburgh, The",https://uoe-finance.ed.ac.uk/,FINANCE,Top-level,College/Professional Services Group,,,Active,,Active UKWA crawl,,253094,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR96,"Global Health Academy | University of Edinburgh, The",https://uoe-global-health.ed.ac.uk/,CMVM,UNKNOWN,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Annual,Capped,Umbrella - auto,
WAR97,"University Secretary's Group | University of Edinburgh, The",https://usg.ed.ac.uk/,USG,Top-level,College/Professional Services Group,,,Active,,Active UKWA crawl,,253074,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR98,"Centre for Open Learning | University of Edinburgh, The",https://col.ed.ac.uk/,CAHSS,Centre for Open Learning,School,,"The Centre for Open Learning is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR99,"Usher Institute, The | University of Edinburgh, The",https://usher.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR100,"School of Philosophy, Psychology and Language Sciences | University of Edinburgh, The",https://www.ed.ac.uk/ppls/,CAHSS,"Philosophy, Psychology & Language Sciences",School,,"The School of Philosophy, Psychology and Language Sciences is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Retired - redirect,https://ppls.ed.ac.uk/,Active UKWA crawl,,253040,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR101,"Roslin Institute, The | University of Edinburgh, The",https://vet.ed.ac.uk/roslin/,CMVM,Roslin Institute,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR102,"Viking Genes | University of Edinburgh, The",https://viking.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
