Registry_ID,Site name,Seed URL,Business area 1,Business area 2,Type,Owner,Description,URL status,Redirects to,Preservation status,ACT ID,AWS ID,Accession no,Crawl start date,Crawl frequency,Crawl depth,Licence Status,Notes
WAR346,"Andrew Carnegie Lecture Series | University of Edinburgh, The",https://www.carnegie-lectures.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,A ten-year initiative at Edinburgh College of Art to 'strengthen outreach to the public and bring world-leading thinkers and practitioners in the arts ever closer to the interests and concerns of our colleagues and students'. The lecture series ran from 2013-2023 and was founded by the Carnegie Corporation of New York. ,Active,,Added to UKWA - AWS,,,,,Sixmonthly,Capped,Umbrella - auto,
WAR347,Cultural Heritage Framework Programme,https://www.chfp.shca.ed.ac.uk/,CAHSS,HCA,Research activity,Jon Henderson,Site of 'an endorsed action of the UN Decade of Ocean Science for Sustainable Development (2021-30) coordinated by the University of Edinburgh on behalf of the Ocean Decade Heritage Network (ODHN). It is the first UN-level global platform bringing marine cultural heritage practitioners together with ocean science and policy stakeholders'. ,Redirect,https://oceandecadechfp.org/,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR348,"Citizens, Nations and Migration (CNaM) Network | University of Edinburgh, The",https://www.cnam-network.cahss.ed.ac.uk/,CAHSS,Education,Research activity,Sophia Woodman,"Network bringing together researchers from across the University of Edinburgh as well as people working in policy, the third sector and advocacy to explore definitions of sovereignty, citizenship, nationhood and identity.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR349,"Becoming Coolies - Rethinking the Origins of the Indian Ocean Labour Diaspora, 1722-1920",https://www.coolitude.shca.ed.ac.uk/,CAHSS,HCA,Research activity,Crispin Bates,Research project which seeks to understand South Asian labour migration in the nineteenth century and assesses its present day significance.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR350,"Conversations about Counselling, Spirituality and Faith | University of Edinburgh, The",https://www.counsellingandspirituality.health.ed.ac.uk/,CAHSS,HSS,Research activity,Liz Bondi,"The Talking Therapies knowledge exchange project ran from August 2012 to October 2013 and held workshops with counsellors, psychotherapists, pastoral care workers, clergy and chaplains across Scotland around the topic of counselling, religion and spirituality.  ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR351,"School of Divinity | University of Edinburgh, The",https://divinity.ed.ac.uk/,CAHSS,Divinity,School,,"The School of Divinity is part of the College of Arts, Humanities, and Social Sciences at the University of Edinburgh. The School is housed at (and sometimes referred to as) New College (which opened in 1846 as a college of the Free Church of Scotland) but the teaching of Divinity at the University dates back to its foundation in 1583.",Active,,Active UKWA crawl,,253034,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR352,"Copyright and Creators | University of Edinburgh, The",https://www.creatorsrights.law.ed.ac.uk/,CAHSS,Law,Research activity,Smita Kheria; John Lockhart,"Blog discussing copyright issues with a focus on creators and their day to day creative practice. The blog also provides information about two research projects at the School of Law, University of Edinburgh and led by Dr Smita Kheria, as part of the research programme of CREATe.",Active,,Active UKWA crawl,,,,31/07/2019,Sixmonthly,Capped,Umbrella - auto,Not currently live - placeholder landing page
WAR353,"Conversion, Translation & the Language of Autobiography | University of Edinburgh, The",https://www.ctla.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Hephzibah Israel,Project exploring links between the translation of values and concepts across languages and the nature of religious conversion. The project ran from November 2014 to May 2017 and was funded by the AHRC within the ‘Translating Cultures’ theme.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR354,"Current Law Students | University of Edinburgh, The",https://www.currentstudents.law.ed.ac.uk/,CAHSS,Law,School,,Information on for students of the Law School at the University of Edinburgh.,Active,,Added to UKWA - AWS,,,,,Sixmonthly,Capped,Umbrella - auto,
WAR355,Design Informatics | University of Edinburgh,https://www.designinformatics.org/,CAHSS,ECA,Centre/Institute,,The Institute for Design Informatics is a joint institute between Edinburgh College of Art and the School of Informatics at the University of Edinburgh.,Active,,Active UKWA crawl,51611,,,31/03/2017,Annual,Capped large,Umbrella - manual,
WAR356,"Digital Explorations in New College Library | University of Edinburgh, The",https://www.digitalexplorations.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Christine Love-Rodgers,"Information on the digitisation of archive and special collections materials in New College Library, University of Edinburgh.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR357,Digital Practices Symposium | University of Edinburgh,https://www.digital-practices.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,Programme and further information on a 2018 symposium on advanced digital tools related to architecture and design practices.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR358,"Edinburgh Centre for Commercial Law Blog | University of Edinburgh, The",https://www.ecclblog.law.ed.ac.uk/,CAHSS,Law,Research activity,,Blog providing comment and exploring research related ideas in the general field of Scots commercial law.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Not currently live - placeholder landing page
WAR359,Edinburgh Bibliographical Society,https://www.edinburghbibliographicalsociety.org.uk/,CAHSS,LLC,Research activity,Tom Mole,"Society promoting the study of books and manuscripts of any date, particularly Scottish, through meetings, publications, and other activities. Founded in 1890, it is the oldest such society in the world and the only extant one with a Scottish focus.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR360,"Edinburgh Peace Tech | University of Edinburgh, The",https://www.edinburghpeacetech.law.ed.ac.uk/,CAHSS,Law,Research activity,,A joint initiative of Beyond Borders and the University of Edinburgh that 'links social networks in conflict-affected countries to data providers and digital experts to craft new digital platforms for citizens to engage with peace-building processes aimed at ending violent conflict'.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Not currently live - placeholder landing page
WAR361,"Edinburgh Laboratory for Language Development (ELfLand) | University of Edinburgh, The",https://www.elfland.ppls.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Research activity,Mits Ota,Research group studying how we learn to understand and speak language.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR362,"Centre for Immunity, Infection and Evolution | University of Edinburgh, The",https://ciie.bio.ed.ac.uk/,CSE,Biological Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR363,"Edinburgh Legal History Blog | University of Edinburgh, The",https://www.elhblog.law.ed.ac.uk/,CAHSS,Law,Research activity,John Cairns,Blog of the Centre for Legal History at Edinburgh Law School that is devoted to the study of Scottish and European Legal History as well as to the civilian tradition in general.,Redirect,https://blogs.ed.ac.uk/edinburghlegalhistoryblog/,Active UKWA crawl,,,,18/07/2020,Sixmonthly,Capped,Umbrella - auto,
WAR364,"Dumfries and Galloway: A Regional Ethnology | European Ethnological Research Centre | University of Edinburgh, The",https://www.dumfriesandgalloway.hss.ed.ac.uk/,CAHSS,LLC,Research activity,,Project to collect material relating to local life and society through recorded fieldwork interviews with people in Dumfries and Galloway. The project began in 2011 and served as a pilot for the later Regional Ethnography of Scotland Project (RESP). ,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR365,"Dumfries and Galloway: A Regional Ethnology | University of Edinburgh, The",http://dandgstudy.blogspot.co.uk/,CAHSS,LLC,Research activity,,Blog accompanying the Dumfries and Galloway Regional Ethnography Study.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR366,MA Design for Change | Edinburgh College of Art,https://disign.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Rachel Harkness,"Former site of MA programme run at Edinburgh College of Art. Site active from c2017-2020, replaced by www.designforchange.eca.ed.ac.uk",Retired,,Added to UKWA - AWS,,,,,,,Umbrella - auto,Requested by Sara December 2025
WAR367,Design for Change | Edinburgh College of Art,https://www.designforchange.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Rachel Harkness,Former site of MA programme run at Edinburgh College of Art. Site active c2021-2025. ,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR368,Reality Check | Edinburgh College of Art,https://www.realitycheck.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Ewan Robertson,"Site relating to a programme previously offered by Edinburgh College of Art that explored issues of perception, interpretation and dissemination of notions of ‘Reality’"".",Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR369,"Advanced Sustainable Design | Edinburgh School of Architecture and Landscape Architecture, Edinburgh College of Art",https://www.asd.eca.ed.ac.uk/,CAHSS,ECA,Research activity,John Brennan,Former site of MA programme run at Edinburgh College of Art. ,Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR370,Product Design at ECA | Edinburgh College of Art,https://productdesign.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Isla Munro,"Site documenting activities, work-in-progress and finished projects carried out by Product Design students at the University of Edinburgh.",Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR371,Cultural Studies | Edinburgh College of Art,https://www.culturalstudies.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Ella Chmeilewska,Former site of postgraduate programme run at Edinburgh College of Art. ,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR372,InterKULTUR_edinburgh,https://www.interkultur.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Ella Chmeilewska,InterKULTUR_edinburgh was a research project contributing to the EU-funded collaborative and international Project interKULTUR (Asia-Link Programme).,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR373,"Centre for Clinical Brain Sciences | University of Edinburgh, The",https://clinical-brain-sciences.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR374,Biodesign | Edinburgh College of Art,https://biodesign.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Larissa Pschetz,Site of a project and interdisciplinary course investigating intersections of evolutionary ecology and design research.,Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR375,Illustration | Edinburgh College of Art,https://illustration.eca.ed.ac.uk/,CAHSS,ECA,Research activity,"Harvey Dingwall, Lucy Roscoe",Former site of illustration programme at Edinburgh College of Art.,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR376,Medellin Urban Innovation (MUI) | Edinburgh College of Art,https://www.medellin-urban-innovation.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Soledad Garcia Ferrari,Site of a research collaboration between academic and non-academic institutions in the United Kingdom and Colombia that explored the extent to which urban innovation in Medellín (Colombia)  helped increase social equity and well-being in the city. It was a two-year project that received a Newton Institutional Links Grant from the British Council. ,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR377,Premodern Bodies | Edinburgh College of Art,https://premodbod.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Jess Bailey,Site of an interdisciplinary community of researchers interested in cultural histories of the human body.,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR378,American Council for Southern Asian Art Symposium XIX,https://acsaa-symposium.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Ed Hollis,"Site of a conference hosted by University of Edinburgh November 6-9, 2019.",Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR379,Siren Research Group,https://www.siren.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Sophia Lycouris,"Site of a student-led research network established in 2016 by PhD students in Edinburgh College of Art, the University of Edinburgh. ",Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR380,"Mood Booth - tranquil, creative, immersive environment | Edinburgh College of Art",https://www.moodbooth.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Pilar Garcia de Leaniz,"Site of the Mood Booth, a student mental health project providing a space for drawing sessions.",Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR381,"Saundaryalaharī Project, The | Edinburgh College of Art",https://www.saundaryalahari.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,"Site of a project exploring the Saundaryalaharī, a ninth-century poetic restatement by the philosopher Śankarācārya of his Advaita Vedānta monism. ",Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR382,USA Art in Europe | Edinburgh College of Art,https://www.usartineurope.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Claudia Hopkins,"Site of a collaborative research and publication project exploring the reception of postwar US art in the writings of European art historians, philosophers, art critics and artists between c1945-1990. ",Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR383,Creative Interdisciplinary Research in Collaborative Environments (CIRCLE) | ,https://circle.eca.ed.ac.uk/,CAHSS,ECA,Research activity,"Bev Hood, Sophie Lycouris",Site of a research group at the University of Edinburgh. ,Retired,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR384,"Edinburgh Clinical Research Facility | University of Edinburgh, The",https://clinical-research-facility.ed.ac.uk/,CMVM,Edinburgh Medical School,UNKNOWN,,"Site of a joint venture between the University of Edinburgh and NHS Lothian to provide facilities to support multidisciplinary clinical research locally, nationally and internationally.",Active,,Active UKWA crawl,179679,,,02/03/2023,Annual,Capped,Umbrella - auto,
WAR385,European Architectural History Network (EAHN) conference 2021 | Edinburgh College of Art,https://eahn2021.eca.ed.ac.uk/,CAHSS,ECA,Research activity,"Richard Williams, Richard Anderson",Site of the European Architectural History Network’s sixth international conference which was hosted online 2-5 June 2021.,Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,Requested by Sara December 2025
WAR386,Near Future Teaching,https://www.nearfutureteaching.ed.ac.uk/,USG,UNKNOWN,Research activity,"Sian Bayne, Sheila Fraser","The Near Future Teaching project ran between 2017 and 2019, with the goal to develop a values-based vision for the future of digital education at the University of Edinburgh.",Active,,Added to UKWA - AWS,,,,05/02/2026,,,Umbrella - auto,"Large quantity of Media Hopper videos which cannot be captured due to internal security, user has been informed. Requested by Sara December 2025"
WAR387,Embroidered Stories,https://www.embroideredstories.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Lindy Richardson,Project around a collection of historic embroidery which was originally part of the Needlework Development Scheme.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR388,"The Epidemy Lab: A History of Epidemiological Reasoning | University of Edinburgh, The",https://www.epidemy.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Lukas Engelmann,"Research group 'mapping the histories of epidemiological reasoning across disciplines, fields, geographical and political borders to develop a a new and robust account of epidemiology’s power in the present'. The lab is based at Science, Technology and Innovation Studies (STIS) and associated with the Centre for Biomedicine, Self and Society at the University of Edinburgh. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR389,"Extended Knowledge Project - Knowledge, Technology & Society | University of Edinburgh, The",https://www.extended-knowledge.ppls.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Research activity,Duncan Pritchard,"The Extended Knowledge Project was a major three-year AHRC-funded programme of research (2013-2015) that explored of the various different ways of ‘externalising’ knowledge, by drawing on cutting-edge research in epistemology and the philosophy of mind and cognition. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR390,"The Fabric - Social Reproduction and the Art Field in History and Praxis | University of Edinburgh, The",https://www.fabric.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Kirsten Lloyd,Research platform set up in 2017 to facilitate the sharing of thinking and research on social reproduction and art.,Retired,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR391,"Froebelian Futures | University of Edinburgh, The",https://www.froebel.ed.ac.uk/,CAHSS,Education,Research activity,Simon Bateson,"Froebelian Futures was a  three year programme (2021-2024) funded by The Froebel Trust which sought to strengthen and deepen child and community-centred early years practice across Scotland, based on the foundational principles of Friedrich Froebel (1782-1852). This site presents resources and research that arose from the project.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR392,"Gender.Ed | University of Edinburgh, The",https://www.gender.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Fiona Mackay,Research hub for gender and sexualities studies at the University of Edinburgh.,Active,,Active UKWA crawl,139381,,,18/05/2021,Sixmonthly,Capped,Umbrella - auto,
WAR393,"Gender Equalities at Work: An Interdisciplinary History of 50 years of Workplace Equality Legislation | University of Edinburgh, The",https://www.genderequalitiesat50.ed.ac.uk/,CAHSS,HCA,Research activity,Louise Jackson,"Timeline highlighting key events across more than 50 years of campaigning, organising, and litigating for gender equality in the workplace. Part of an interdisciplinary collaborative project between researchers from the University of Edinburgh, University College London, and The University of the West of England. The project aims to produce the first comprehensive history of the creation, trajectories, legacies and lived experiences of the Equal Pay Act 1970, and Sex Discrimination Act 1975 (now integrated for GB in the Equality Act 2010) across the four nations of the UK.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR394,"Justice in Global Health Emergencies and Humanitarian Crises | University of Edinburgh, The",https://www.ghe.law.ed.ac.uk/,CAHSS,Law,Research activity,Agomoni Ganguli Mitra,"Blog of the Wellcome Trust Seed Award Project entitled, ‘Vulnerability and justice in global health emergency regulation: developing future ethical models’.",Retired,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Not currently live - placeholder landing page
WAR395,"Clinical Sciences, Edinburgh Medical School | University of Edinburgh, The",https://clinical-sciences.ed.ac.uk/,CMVM,Clinical Sciences,Department,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR396,"Global Justice Academy Blog | University of Edinburgh, The",https://www.globaljusticeblog.ed.ac.uk/,CAHSS,Law,Research activity,,Blog of the The University of Edinburgh’s Global Justice Academy.,Redirect,https://blogs.ed.ac.uk/globaljusticeacademy/,Added to UKWA - AWS,,,,,Annual,Capped,TBD,
WAR397,"Songs from North-East Scotland: A Selection for Performers from The Greig-Duncan Folk Song Collection | University of Edinburgh, The",https://www.greig-duncan.celtscot.ed.ac.uk/,CAHSS,LLC,Research activity,,"Contains the tunes (in midi files) from 'Songs from North-East Scotland: A Selection for Performers from ""The Greig-Duncan Folk Song Collection""', edited by Katherine Campbell (Edinburgh: John Donald, 2009).",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR398,"Introducing Biblical Hebrew | University of Edinburgh, The",https://www.hebrew.div.ed.ac.uk/,CAHSS,Divinity,Research activity,,Resources to accompany the Introducing Biblical Hebrew course offered by the University of Edinburgh School of Divinity.,Retired,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR399,Highrise | Edinburgh College of Art,https://www.highrise.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Miles Glendinning,An interdisciplinary research programme involving architects and geographers at the University of Edinburgh that explores the form of the modernist residential highrise.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR400,"I’DGO (Inclusive Design for Getting Outdoors) | University of Edinburgh, The",https://www.idgo.ac.uk/,CAHSS,ECA,Research activity,Geoff Lee,"Research project exploring if, and in what way, the ability to get out and about impacts on older people’s quality of life and what barriers exist to achieving this day-to-day. I’DGO research involved over 4,350 participants and was undertaken in two key phases over a ten year period (2003-2103). The team involved research centres in the Universities of Edinburgh, Salford, Warwick and Heriot-Watt.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR401,"Intersectionality in Practice | University of Edinburgh, The",https://www.intersectionalityinpractice.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Ashlee Christofferson,Research and analysis conducted between 2016-2020 exploring how policymakers and practitioners understand how to operationalise intersectionality.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR402,"Italo-Scottish Research Cluster (ISRC) Archive | University of Edinburgh, The",https://www.isrc-archive.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Federica Pedriali,"Online archive aiming to preserve historical documentation relating to the Italian community in Scotland. The Archive comprises material from the 1880s, the period of the first Italian mass migration to Scotland, to the present. Its creation involves cataloguing, digitisation and archiving of documents for the most part not previously identified, including letters, photographs, films and other personal ephemera. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR403,"Edinburgh Postgraduate Law Conference | University of Edinburgh, The",https://www.lawphdconference.ed.ac.uk/,CAHSS,Law,Research activity,,"An annual event organised by PhD students at Edinburgh Law School since 2013. The event provides a platform to showcase innovative research conducted by postgraduate students, early career scholars, and legal practitioners.",Redirect,https://www.law.ed.ac.uk/community/student-groups-and-societies/edinburgh-law-school-student-groups/edinburgh-postgraduate-law-conference,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR404,"MacCaLM - Credit and Labour Market Foundations of the Macroeconomy | University of Edinburgh, The",https://www.maccalm.org/,CAHSS,Economics,Research activity,Stewart Cromar,"MacCaLM was a research project bringing together a group of leading economists to re-examine macroeconomic theory, focussing on how malfunctions in labour and financial markets seem to be at the root of macroeconomic failure. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR405,"Marshallese Arts Project (MAP) | University of Edinburgh, The",https://www.map.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Michelle Keown,"A collaborative project uniting researchers, artists, teachers, and young people of the Marshall Islands. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR406,"Edinburgh Surgery Online | University of Edinburgh, The",https://clinical-sciences.ed.ac.uk/edinburgh-surgery-online/,CMVM,Clinical Sciences,Department,,"Site of a department offering online postgraduate programmes in surgery, run as a partnership between the University of Edinburgh and the Royal College of Surgeons Edinburgh. ",Active,,Added to UKWA - AWS,,,,28/02/2025,Sixmonthly,Capped,Umbrella - auto,
WAR407,"Linking Evidence: A digital approach to Medieval Rome | University of Edinburgh, The",https://www.medievalrome.eca.ed.ac.uk/,CAHSS,HCA,Research activity,,"Project linking written and visual evidence concerning medieval and early Renaissance Rome. The project was a collaboration between the University of Edinburgh, the University of Rome, La Sapienza and the British School at Rome and aimed to offer new tools and a new model for the study of the late-medieval and early Renaissance city, starting from the exemplary case of Rome.  ",Retired - redirect,https://www.linkingevidence.it/,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR408,"Mapping Memories of Enslavement / La Cartographie des Mémoires de l’Esclavage | University of Edinburgh, The",https://www.mmoe.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Nicola Frith,"Project to list, analyse and provide access to activist networks, citizen-led associations and cultural institutions dedicated to the memory of slavery and the fight against its after-effects within the French Republic.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Language - French
WAR409,"Move2Learn | University of Edinburgh, The",https://www.move2learn.education.ed.ac.uk/,CAHSS,Education,Research activity,Claire Sowton,"An international research-practitioner collaborative project, investigating how interactive museum exhibits can be designed to help young children aged 3-6 years express, communicate, and develop their scientific thinking.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR410,"Memories of Mr Seel's Garden | University of Edinburgh, The",https://www.mrseelsgarden.org/,CAHSS,ECA,Research activity,Chris Speed,"Collaborative project between Transition Liverpool, Friends of Everton Park and the Friends of Sudley Estate, as well as academics from Liverpool, Manchester  and Edinburgh that aimed to explore how engaging local communities with the changing patterns of urban food production might contribute to current grassroots efforts within Liverpool to raise awareness around current food issues.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR411,"Next Generation Sound Synthesis (NESS) | University of Edinburgh, The",https://www.ness.music.ed.ac.uk/,CAHSS,ECA,Research activity,Stefan Bilbao,"Project concerned with synthetic sound, particularly numerical simulation techniques for physical modelling sound synthesis in parallel hardware. A joint project between the Acoustics and Audio Group and the Edinburgh Parallel Computing Centre, both at the University of Edinburgh, it ran for 5 years beginning in January 2012. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR412,"New Directions in the Anthropology of Christianity | University of Edinburgh, The",https://www.new-directions.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,,Digital scholarship resource for the anthropological and interdisciplinary study of Christianity. ,Active,,Added to UKWA - AWS,,,,,ANNUAL,CAPPED,Umbrella - auto,
WAR413,"The New Metropolitan: new cultures of urban citizenship | University of Edinburgh, The",https://www.newmetropolitan.hss.ed.ac.uk/,CAHSS,ECA,Research activity,Richard Williams,Scholarly magazine concerned with urban citizenship. ,Active,,Added to UKWA - AWS,,,,,ANNUAL,CAPPED,Umbrella - auto,
WAR414,"Oxford Commentary on the Dead Sea Scrolls | University of Edinburgh, The",https://www.ocdss.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Timothy Lim,Companion website to a series of scholarly volumes concerned with the non-biblical Dead Sea Scrolls.,Active,,Added to UKWA - AWS,,,,,ANNUAL,CAPPED,Umbrella - auto,
WAR415,"PEARL Server - Providing Ethnological Archives for Research and Learning | University of Edinburgh, The",https://www.pearl.celtscot.ed.ac.uk/,CAHSS,LLC,Research activity,,"PEARL was a pilot project to investigate the issues and challenges of providing networked access to the audio holdings of the School of Scottish Studies, University of Edinburgh. ",Active,,Added to UKWA - AWS,,,,,ANNUAL,CAPPED,Umbrella - auto,
WAR416,"Perception Movement Action Research Consortium (PMARC) | University of Edinburgh, The",https://www.pmarc.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Research activity,Dave Lee,"An interdisciplinary research group of scientists and practitioners who collaborate in studying how organisms, from cells to humans, perceptually/intrinsically prospectively control their movements to achieve purposeful action. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR417,"Department of Orthopaedics and Trauma | University of Edinburgh, The",https://clinical-sciences.ed.ac.uk/orthopaedics-trauma/,CMVM,Clinical Sciences,Department,,,Active,,Active UKWA crawl,,253591,,03/10/2024,Monthly,Capped,TBD,
WAR418,"Rannsachadh air Poileasaidh Cànain agus Dealbhadh Cànain (Research on Language Policy and Language Planning) | University of Edinburgh, The",https://www.poileasaidh.celtscot.ed.ac.uk/,CAHSS,LLC,Research activity,Stuart Robinson,"Text of a series of seminars, conferences and research reports addressing a range of subjects relating to language policy and language planning both within Scotland and internationally.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Language - Gaelic
WAR419,"PreparEd | University of Edinburgh, The",https://www.prepared.law.ed.ac.uk/,CAHSS,Law,Research activity,,Resources designed to guide new students into the LLB at Edinburgh Law School.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Not currently live - placeholder landing page
WAR420,"Transformation of Public Debt Management | University of Edinburgh, The",https://www.public-debt.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Charlotte Rommerskirchen,"Project exploring public debt management. The project combines evidence from statistical analyses of 24 advanced economies with an in-depth comparative case study of 3 countries demonstrating variation in institutional outcome (the UK, Germany, and Denmark).  ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR421,"Race.ED | University of Edinburgh, The",https://www.race.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Clare de Mowbray,"A cross-university network concerned with race, racialization and decolonial studies from a multidisciplinary perspective. RACE.ED showcases excellence in teaching, research and knowledge, exchange, impact (KEI) in race and decolonial studies at The University of Edinburgh.",Active,,Active UKWA crawl,115609,,,10/06/2020,Quarterly,Capped large,Umbrella - auto,
